,Industry,Sub Industry,Region,Company size,Annual revenue(USD),Contract value(USD),Contract length(m),Product usage hours(3m),Product usage hours(12m),Login frequency(30d),Active users,Licensed users,Analyst calls(6m),Support tickets(6m),Support escalations(6m),Avg resolution time(hrs),Nps score,Survey response count(12m),Discount,Account notes,Churn flag,Tenure(d),missing_discount,missing_licensed_users,missing_avg_resolution,missing_contract,missing_tenure,missing_support_esc,missing_analyst_calls,missing_product_usage(3m),missing_product_usage(12m),missing_nps_score,missing_contract_length,Utilization ratio,Utilization Bin,Resolution_Time_Bucket,NPS_Category,tenure_bucket
40971,Manufacturing,Cybersecurity,Middle East,,186200.43,120755.92,48,,431.37,35.71,10,100,4.0,2,0.0,54.37,24,0,0.1,integration problem,0.0,282,0,0,0,0,0,0,0,1,0,0,0,0.1,"(0.0, 0.2]",48h+,Passive (1 to 50),6-12 months
40972,,Cloud,Middle East,10000,,64735.35,24,91.77,501.61,13.24,,20,0.0,0,1.0,,-58,1,0.0,needs training,0.0,,0,0,1,0,1,0,0,0,0,0,0,,,,Detractor (-100 to 0),
40973,Finance,Cybersecurity,North America,1000,63792.89,98789.55,36,,380.58,11.18,2,100,1.0,,,52.69,-38,0,0.2,,0.0,,0,0,0,0,1,1,0,1,0,0,0,0.02,"(0.0, 0.2]",48h+,Detractor (-100 to 0),
40974,Technology,Data,Latam,500,9450.8,31233.82,12,,470.96,20.65,,50,2.0,2,1.0,,-96,2,0.0,,0.0,1270,0,0,1,0,0,0,0,1,0,0,0,,,,Detractor (-100 to 0),3-5 years
40975,Manufacturing,Payments,Apac,200,373507.85,175394.11,24,166.02,880.18,0.79,4,,,,,53.65,-49,0,,bad experince,0.0,702,1,1,0,0,0,1,1,0,0,0,0,,,48h+,Detractor (-100 to 0),18-24 months
40976,Finance,Payments,North America,,502954.0,,24,148.19,684.93,,7,,2.0,3,,20.18,-54,0,,needs training,0.0,952,1,1,0,1,0,1,0,0,0,0,0,,,12-24h,Detractor (-100 to 0),2-3 years
40977,Technology,,Latam,10000,12302.26,96950.77,48,143.21,,,8,,0.0,3,0.0,71.0,-97,0,0.2,pricing issue,0.0,1550,0,1,0,0,0,0,0,0,1,0,0,,,48h+,Detractor (-100 to 0),3-5 years
40978,Healthcare,Data,North America,,,80988.24,,150.42,618.54,0.91,5,10,1.0,2,0.0,46.03,,1,,bad experince,0.0,,1,0,0,0,1,0,0,0,0,1,1,0.5,"(0.4, 0.6]",24-48h,,
40979,Energy,,Europe,500,,112124.79,48,159.19,,0.94,5,20,,2,1.0,76.14,79,1,0.2,renewal likely,0.0,530,0,0,0,0,0,0,1,0,1,0,0,0.25,"(0.2, 0.4]",48h+,Promoter (51 to 100),12-18 months
40980,Energy,Data,Apac,500,35393.87,,,,733.99,0.47,5,,1.0,4,1.0,45.63,-94,1,0.2,needs training,0.0,2284,0,1,0,1,0,0,0,1,0,0,1,,,24-48h,Detractor (-100 to 0),5-10 years
40981,Saas,,North America,5000,67485.23,63851.86,12,82.65,443.38,2.56,5,20,3.0,1,1.0,13.8,12,1,0.15,needs training,0.0,2197,0,0,0,0,0,0,0,0,0,0,0,0.25,"(0.2, 0.4]",12-24h,Passive (1 to 50),5-10 years
40982,Finance,E-commerce,North America,500,,,36,196.69,548.59,18.5,7,100,0.0,4,1.0,30.08,64,1,0.1,satisfied,0.0,994,0,0,0,1,0,0,0,0,0,0,0,0.07,"(0.0, 0.2]",24-48h,Promoter (51 to 100),2-3 years
40983,,E-commerce,Apac,1000,79822.51,55980.96,48,,640.14,0.15,4,10,1.0,4,0.0,24.11,67,1,0.0,,0.0,150,0,0,0,0,0,0,0,1,0,0,0,0.4,"(0.2, 0.4]",24-48h,Promoter (51 to 100),3-6 months
40984,Retail,AI,North America,10000,4277.65,94540.56,36,,510.66,7.41,5,50,1.0,,0.0,6.43,,2,,renewal likely,0.0,,1,0,0,0,1,0,0,1,0,1,0,0.1,"(0.0, 0.2]",6-12h,,
40985,,,Latam,500,33151.33,159293.39,36,78.92,518.24,0.11,5,,2.0,4,1.0,,-30,2,0.0,neutral,0.0,2,0,1,1,0,0,0,0,0,0,0,0,,,,Detractor (-100 to 0),0-3 months
40986,,,Europe,1000,158703.84,61596.93,12,180.48,377.65,0.41,3,,2.0,2,0.0,71.06,-38,0,,,0.0,,1,1,0,0,1,0,0,0,0,0,0,,,48h+,Detractor (-100 to 0),
40987,Saas,,Latam,500,,94993.32,,,587.42,0.98,10,100,0.0,5,0.0,,18,1,0.0,renewal likely,0.0,,0,0,1,0,1,0,0,1,0,0,1,0.1,"(0.0, 0.2]",,Passive (1 to 50),
40988,Healthcare,,Europe,50,14330.24,173889.14,48,,696.21,12.18,7,,,5,,8.11,-86,4,,neutral,0.0,1237,1,1,0,0,0,1,1,1,0,0,0,,,6-12h,Detractor (-100 to 0),3-5 years
40989,,AI,North America,,6458.56,140547.6,12,115.2,482.11,0.49,8,,1.0,2,0.0,,31,3,0.2,pricing issue,0.0,122,0,1,1,0,0,0,0,0,0,0,0,,,,Passive (1 to 50),3-6 months
40990,Technology,AI,Europe,500,104937.44,,12,21.23,,0.13,4,5,,3,0.0,96.04,35,0,,integration problem,0.0,680,1,0,0,1,0,0,1,0,1,0,0,0.8,"(0.6, 0.8]",48h+,Passive (1 to 50),18-24 months
40991,Retail,AI,Europe,,856984.84,,,35.43,408.72,10.02,4,100,0.0,2,2.0,47.3,72,0,,,0.0,2690,1,0,0,1,0,0,0,0,0,0,1,0.04,"(0.0, 0.2]",24-48h,Promoter (51 to 100),5-10 years
40992,,,North America,,15982.94,33311.6,36,165.66,731.82,1.92,,100,3.0,4,1.0,49.12,66,0,0.2,integration problem,0.0,474,0,0,0,0,0,0,0,0,0,0,0,,,48h+,Promoter (51 to 100),12-18 months
40993,Manufacturing,,North America,5000,754989.87,,12,49.2,588.95,3.7,10,,1.0,5,0.0,,-95,1,,,0.0,,1,1,1,1,1,0,0,0,0,0,0,,,,Detractor (-100 to 0),
40994,Technology,,Apac,500,12678.2,,12,22.06,595.94,0.13,9,10,1.0,1,0.0,,100,2,,renewal likely,0.0,,1,0,1,1,1,0,0,0,0,0,0,0.9,"(0.8, 1.0]",,Promoter (51 to 100),
40995,Healthcare,AI,,,,168471.96,,79.9,402.77,3.35,8,,3.0,2,1.0,28.32,19,2,0.0,satisfied,0.0,194,0,1,0,0,0,0,0,0,0,0,1,,,24-48h,Passive (1 to 50),6-12 months
40996,Finance,,Middle East,10000,29842.95,,36,36.93,509.79,6.54,3,20,,3,0.0,,51,0,0.1,,0.0,589,0,0,1,1,0,0,1,0,0,0,0,0.15,"(0.0, 0.2]",,Promoter (51 to 100),18-24 months
40997,Technology,,Middle East,500,12138.87,,12,145.13,461.38,9.82,6,,2.0,3,2.0,38.45,7,1,0.1,,0.0,963,0,1,0,1,0,0,0,0,0,0,0,,,24-48h,Passive (1 to 50),2-3 years
40998,Healthcare,Infra,Latam,,70495.68,72885.87,12,,453.23,17.72,5,10,,2,0.0,,-56,0,0.1,satisfied,0.0,1122,0,0,1,0,0,0,1,1,0,0,0,0.5,"(0.4, 0.6]",,Detractor (-100 to 0),3-5 years
40999,Energy,Infra,North America,,800666.75,76052.33,36,95.33,636.92,7.25,3,,,5,0.0,80.22,51,0,0.05,satisfied,0.0,858,0,1,0,0,0,0,1,0,0,0,0,,,48h+,Promoter (51 to 100),2-3 years
41000,Healthcare,,North America,1000,92611.64,118075.83,24,,816.79,23.1,8,100,2.0,2,3.0,82.14,17,,0.05,bad experince,0.0,198,0,0,0,0,0,0,0,1,0,0,0,0.08,"(0.0, 0.2]",48h+,Passive (1 to 50),6-12 months
41001,,,Europe,10000,,132960.63,24,82.1,571.56,,4,100,0.0,7,0.0,,-78,3,0.2,needs training,0.0,960,0,0,1,0,0,0,0,0,0,0,0,0.04,"(0.0, 0.2]",,Detractor (-100 to 0),2-3 years
41002,Healthcare,Payments,Middle East,,535833.19,112065.03,12,51.99,438.67,3.46,12,5,1.0,6,0.0,,29,1,,,0.0,1029,1,0,1,0,0,0,0,0,0,0,0,2.4,,,Passive (1 to 50),2-3 years
41003,Healthcare,Infra,,10000,16975.46,94541.29,48,176.1,119.92,6.5,9,10,3.0,,1.0,19.13,35,2,, renew@l likely ,0.0,1165,1,0,0,0,0,0,0,0,0,0,0,0.9,"(0.8, 1.0]",12-24h,Passive (1 to 50),3-5 years
41004,Technology,Infra,,5000,78597.76,43819.17,24,97.72,160.89,,5,5,3.0,2,0.0,4.13,,1,0.1,bad experince,0.0,,0,0,0,0,1,0,0,0,0,1,0,1.0,"(0.8, 1.0]",<6h,,
41005,Saas,Payments,North America,5000,427592.23,,,192.03,320.78,1.16,4,5,,3,0.0,47.93,68,0,0.2,,0.0,7,0,0,0,1,0,0,1,0,0,0,1,0.8,"(0.6, 0.8]",24-48h,Promoter (51 to 100),0-3 months
41006,Healthcare,Payments,Europe,500,1558920.11,,36,175.76,560.35,4.69,3,5,,3,0.0,97.12,85,3,0.15,needs training,0.0,111,0,0,0,1,0,0,1,0,0,0,0,0.6,"(0.4, 0.6]",48h+,Promoter (51 to 100),3-6 months
41007,Retail,Cloud,Latam,10000,51474.76,106908.78,24,,379.01,1.41,4,20,2.0,,2.0,136.96,17,0,0.1,,0.0,1391,0,0,0,0,0,0,0,1,0,0,0,0.2,"(0.0, 0.2]",,Passive (1 to 50),3-5 years
41008,Manufacturing,AI,Latam,500,30996.76,82056.25,,68.48,287.64,5.61,3,5,1.0,5,2.0,,-21,1,,pricing issue,0.0,23,1,0,1,0,0,0,0,0,0,0,1,0.6,"(0.4, 0.6]",,Detractor (-100 to 0),0-3 months
41009,Energy,Payments,Europe,,16811.75,133920.98,36,84.27,450.58,22.57,,,1.0,6,,58.16,-63,0,0.1,integration problem,0.0,3378,0,1,0,0,0,1,0,0,0,0,0,,,48h+,Detractor (-100 to 0),5-10 years
41010,Retail,Data,Europe,500,80051.19,123866.11,,215.87,494.11,3.05,6,,0.0,3,,33.83,-17,2,0.2,neutral,0.0,1206,0,1,0,0,0,1,0,0,0,0,1,,,24-48h,Detractor (-100 to 0),3-5 years
41011,Technology,,Europe,,77091.23,86413.88,12,61.17,711.47,5.51,3,50,1.0,4,1.0,23.85,89,0,0.2,,0.0,1251,0,0,0,0,0,0,0,0,0,0,0,0.06,"(0.0, 0.2]",12-24h,Promoter (51 to 100),3-5 years
41012,Saas,Data,Apac,1000,156085.99,139044.43,,,618.34,8.51,4,,3.0,5,2.0,,-73,0,,executive sponsor left,0.0,353,1,1,1,0,0,0,0,1,0,0,1,,,,Detractor (-100 to 0),6-12 months
41013,Healthcare,Cloud,North America,200,110165.55,,36,187.7,485.57,0.59,8,10,,3,,68.06,97,0,0.1,,0.0,733,0,0,0,1,0,1,1,0,0,0,0,0.8,"(0.6, 0.8]",48h+,Promoter (51 to 100),2-3 years
41014,Technology,AI,Europe,50,75931.85,87613.47,36,93.63,491.4,1.68,4,,0.0,4,0.0,,91,1,0.1,bad experince,0.0,1581,0,1,1,0,0,0,0,0,0,0,0,,,,Promoter (51 to 100),3-5 years
41015,Finance,Payments,Apac,10000,,121277.08,48,179.03,,32.09,5,,2.0,6,0.0,19.7,-16,,0.1,neutral,0.0,494,0,1,0,0,0,0,0,0,1,0,0,,,12-24h,Detractor (-100 to 0),12-18 months
41016,Saas,,Middle East,10000,,127805.24,12,,576.67,0.57,6,5,1.0,7,1.0,40.53,60,1,0.0,pricing issue,0.0,18,0,0,0,0,0,0,0,1,0,0,0,1.2,,24-48h,Promoter (51 to 100),0-3 months
41017,Healthcare,,North America,200,1266.38,151906.33,36,,461.04,,4,100,,3,1.0,82.28,-83,0,,,0.0,2242,1,0,0,0,0,0,1,1,0,0,0,0.04,"(0.0, 0.2]",48h+,Detractor (-100 to 0),5-10 years
41018,Healthcare,Data,North America,,10064.65,-9887.88,12,210.02,426.26,31.69,6,,3.0,2,1.0,12.06,-30,2,0.2,bad experince,0.0,542,0,1,0,0,0,0,0,0,0,0,0,,,12-24h,Detractor (-100 to 0),18-24 months
41019,Healthcare,Cybersecurity,Middle East,10000,364163.8,,24,171.22,362.86,2.7,6,100,2.0,1,2.0,,-95,2,0.05,executive sponsor left,0.0,,0,0,1,1,1,0,0,0,0,0,0,0.06,"(0.0, 0.2]",,Detractor (-100 to 0),
41020,Manufacturing,,Middle East,1000,53972.73,27956.28,36,166.57,741.19,13.99,9,5,1.0,3,0.0,,,3,0.05,,0.0,257,0,0,1,0,0,0,0,0,0,1,0,1.8,,,,6-12 months
41021,,,Latam,50,55511.16,39963.18,36,30.24,389.97,9.11,6,,,1,0.0,73.98,33,0,0.2,satisfied,1.0,102,0,1,0,0,0,0,1,0,0,0,0,,,48h+,Passive (1 to 50),3-6 months
41022,Manufacturing,Infra,Latam,10000,10749.57,,12,21.95,209.12,17.63,5,20,1.0,1,0.0,,54,1,,,0.0,971,1,0,1,1,0,0,0,0,0,0,0,0.25,"(0.2, 0.4]",,Promoter (51 to 100),2-3 years
41023,Energy,,Europe,50,11003.5,126666.45,24,,178.56,4.06,7,10,,5,2.0,68.21,53,1,0.05,pricing issue,0.0,49,0,0,0,0,0,0,1,1,0,0,0,0.7,"(0.6, 0.8]",48h+,Promoter (51 to 100),0-3 months
41024,Finance,Payments,Middle East,10000,196577.72,133269.19,12,78.99,766.27,4.02,8,50,4.0,0,1.0,72.22,-73,1,0.1,needs training,0.0,28,0,0,0,0,0,0,0,0,0,0,0,0.16,"(0.0, 0.2]",48h+,Detractor (-100 to 0),0-3 months
41025,Technology,Cybersecurity,North America,10000,19614.62,133287.6,24,98.6,,10.48,7,,,0,3.0,88.91,60,0,0.1,,0.0,,0,1,0,0,1,0,1,0,1,0,0,,,48h+,Promoter (51 to 100),
41026,Technology,Payments,Europe,500,34794.58,96582.62,12,93.07,762.87,,7,,,4,0.0,37.84,-17,0,0.2,satisfied,0.0,,0,1,0,0,1,0,1,0,0,0,0,,,24-48h,Detractor (-100 to 0),
41027,Technology,Cloud,Europe,500,4037.2,93332.23,12,55.45,604.61,1.19,6,20,,3,0.0,83.9,6,1,0.2,executive sponsor left,0.0,2115,0,0,0,0,0,0,1,0,0,0,0,0.3,"(0.2, 0.4]",48h+,Passive (1 to 50),5-10 years
41028,Finance,Infra,Europe,1000,39655.79,,36,7.34,481.24,10.47,,,,1,,,66,1,0.1,neutral,0.0,409,0,1,1,1,0,1,1,0,0,0,0,,,,Promoter (51 to 100),12-18 months
41029,Healthcare,Cybersecurity,Apac,,,,24,163.23,,4.71,,,4.0,2,0.0,,58,1,,neutral,0.0,2281,1,1,1,1,0,0,0,0,1,0,0,,,,Promoter (51 to 100),5-10 years
41030,Retail,AI,North America,,8489.54,138779.69,36,52.1,291.88,1.47,6,20,2.0,4,,65.67,-37,0,,,0.0,616,1,0,0,0,0,1,0,0,0,0,0,0.3,"(0.2, 0.4]",48h+,Detractor (-100 to 0),18-24 months
41031,Finance,AI,North America,,80218.6,33873.3,36,57.48,546.67,2.79,9,50,3.0,6,0.0,70.4,,0,0.0,satisfied,0.0,254,0,0,0,0,0,0,0,0,0,1,0,0.18,"(0.0, 0.2]",48h+,,6-12 months
41032,Technology,,North America,1000,4676.4,,36,,313.04,6.59,3,,0.0,8,0.0,,-13,2,0.15,renewal likely,0.0,,0,1,1,1,1,0,0,1,0,0,0,,,,Detractor (-100 to 0),
41033,Saas,Cloud,North America,200,5663.36,87368.47,12,101.89,523.64,17.77,7,,4.0,3,0.0,,30,2,0.1,executive sponsor left,0.0,,0,1,1,0,1,0,0,0,0,0,0,,,,Passive (1 to 50),
41034,Healthcare,AI,North America,10000,73304.37,,48,96.2,554.5,11.82,4,20,0.0,2,2.0,52.39,75,,0.2,low usage,0.0,955,0,0,0,1,0,0,0,0,0,0,0,0.2,"(0.0, 0.2]",48h+,Promoter (51 to 100),2-3 years
41035,,Data,Latam,5000,,124642.81,36,216.73,585.8,15.71,7,100,1.0,2,0.0,71.29,-16,1,,executive sponsor left,0.0,543,1,0,0,0,0,0,0,0,0,0,0,0.07,"(0.0, 0.2]",48h+,Detractor (-100 to 0),18-24 months
41036,Technology,Cybersecurity,Europe,200,14964.03,,36,177.95,539.87,3.95,9,5,0.0,,0.0,48.86,72,1,,,0.0,806,1,0,0,1,0,0,0,0,0,0,0,1.8,,48h+,Promoter (51 to 100),2-3 years
41037,Technology,Cloud,Middle East,10000,55582.67,-9222.18,12,,427.86,1.9,5,50,2.0,5,0.0,,-54,1,,executive sponsor left,0.0,106,1,0,1,0,0,0,0,1,0,0,0,0.1,"(0.0, 0.2]",,Detractor (-100 to 0),3-6 months
41038,Healthcare,,Europe,1000,,127621.61,48,,489.7,35.85,4,,2.0,,,,67,2,0.1,bad experince,0.0,30,0,1,1,0,0,1,0,1,0,0,0,,,,Promoter (51 to 100),0-3 months
41039,,Cloud,,,244687.25,102431.47,,121.88,591.39,0.56,5,5,3.0,2,0.0,55.02,18,0,0.2,,0.0,,0,0,0,0,1,0,0,0,0,0,1,1.0,"(0.8, 1.0]",48h+,Passive (1 to 50),
41040,Healthcare,E-commerce,North America,500,218297.3,,12,130.01,707.18,3.61,10,20,0.0,3,0.0,,98,,,neutral,0.0,,1,0,1,1,1,0,0,0,0,0,0,0.5,"(0.4, 0.6]",,Promoter (51 to 100),
41041,Retail,Data,Latam,1000,30364.0,135038.6,,117.88,688.8,4.93,,,1.0,4,,25.34,-9,1,,pricing issue,0.0,809,1,1,0,0,0,1,0,0,0,0,1,,,24-48h,Detractor (-100 to 0),2-3 years
41042,Retail,Data,Middle East,1000,131313.2,,12,57.86,799.6,4.64,8,,1.0,2,0.0,,36,0,0.15,,0.0,,0,1,1,1,1,0,0,0,0,0,0,,,,Passive (1 to 50),
41043,Technology,Cybersecurity,Europe,5000,161871.89,120898.32,36,159.0,209.51,0.06,7,,2.0,6,,80.45,-12,3,,bad experince,0.0,862,1,1,0,0,0,1,0,0,0,0,0,,,48h+,Detractor (-100 to 0),2-3 years
41044,Manufacturing,Cybersecurity,,10000,46913.46,9142.34,36,123.05,436.27,17.09,9,20,,1,,76.76,74,0,0.05,renewal likely,0.0,,0,0,0,0,1,1,1,0,0,0,0,0.45,"(0.4, 0.6]",48h+,Promoter (51 to 100),
41045,Finance,Payments,Middle East,,16266.83,43811.25,24,118.79,433.72,0.4,5,100,1.0,1,1.0,62.55,-79,,,bad experince,0.0,,1,0,0,0,1,0,0,0,0,0,0,0.05,"(0.0, 0.2]",48h+,Detractor (-100 to 0),
41046,Finance,E-commerce,North America,200,17288.37,112520.47,12,71.21,,10.49,6,10,3.0,1,0.0,69.85,,1,0.15,neutral,0.0,741,0,0,0,0,0,0,0,0,1,1,0,0.6,"(0.4, 0.6]",48h+,,2-3 years
41047,Manufacturing,,North America,50,103100.87,126884.12,24,67.98,692.45,17.29,3,20,1.0,0,,,-67,2,0.1,renewal likely,0.0,1533,0,0,1,0,0,1,0,0,0,0,0,0.15,"(0.0, 0.2]",,Detractor (-100 to 0),3-5 years
41048,Finance,,Apac,1000,81104.0,76715.62,36,157.47,465.58,6.99,11,50,0.0,2,0.0,50.67,-32,0,0.1,executive sponsor left,0.0,96,0,0,0,0,0,0,0,0,0,0,0,0.22,"(0.2, 0.4]",48h+,Detractor (-100 to 0),3-6 months
41049,Healthcare,Payments,Apac,500,,,,127.45,,13.45,7,100,,2,1.0,53.75,64,3,,,0.0,683,1,0,0,1,0,0,1,0,1,0,1,0.07,"(0.0, 0.2]",48h+,Promoter (51 to 100),18-24 months
41050,,,North America,1000,8596.05,,,168.44,508.49,5.39,,10,2.0,5,0.0,63.68,-44,0,,,0.0,2259,1,0,0,1,0,0,0,0,0,0,1,,,48h+,Detractor (-100 to 0),5-10 years
41051,Finance,,,5000,19376.17,125388.15,,196.65,,17.17,8,5,,2,0.0,,64,1,0.2,,0.0,2243,0,0,1,0,0,0,1,0,1,0,1,1.6,,,Promoter (51 to 100),5-10 years
41052,Saas,,North America,50,131255.66,92435.9,36,72.25,800.84,3.3,2,5,1.0,4,2.0,59.5,-83,0,,satisfied,0.0,168,1,0,0,0,0,0,0,0,0,0,0,0.4,"(0.2, 0.4]",48h+,Detractor (-100 to 0),3-6 months
41053,Energy,AI,Europe,,402650.85,84882.36,36,,471.59,2.91,5,,,,1.0,,-44,,0.2,,0.0,1203,0,1,1,0,0,0,1,1,0,0,0,,,,Detractor (-100 to 0),3-5 years
41054,Saas,Cybersecurity,Europe,10000,198055.09,,12,108.25,645.1,0.17,6,50,,4,0.0,40.9,-35,1,,,0.0,945,1,0,0,1,0,0,1,0,0,0,0,0.12,"(0.0, 0.2]",24-48h,Detractor (-100 to 0),2-3 years
41055,Finance,,Apac,500,455888.45,,12,52.22,554.35,1.13,9,,3.0,3,0.0,,58,0,,executive sponsor left,0.0,,1,1,1,1,1,0,0,0,0,0,0,,,,Promoter (51 to 100),
41056,Manufacturing,Infra,Europe,200,153213.1,76231.34,12,122.43,,0.9,11,100,1.0,6,,5.27,-26,1,,bad experince,0.0,,1,0,0,0,1,1,0,0,1,0,0,0.11,"(0.0, 0.2]",<6h,Detractor (-100 to 0),
41057,Finance,,Apac,5000,,154679.3,48,180.58,604.09,0.5,9,100,,5,0.0,56.45,,1,,satisfied,0.0,171,1,0,0,0,0,0,1,0,0,1,0,0.09,"(0.0, 0.2]",48h+,,3-6 months
41058,Finance,Cloud,,200,,126234.01,12,98.44,366.18,0.73,4,,3.0,,1.0,77.0,-64,,0.2,pricing issue,0.0,24,0,1,0,0,0,0,0,0,0,0,0,,,48h+,Detractor (-100 to 0),0-3 months
41059,Saas,Data,Europe,200,,103975.56,36,129.03,786.1,3.52,,100,1.0,4,,70.56,12,1,0.15,,0.0,624,0,0,0,0,0,1,0,0,0,0,0,,,48h+,Passive (1 to 50),18-24 months
41060,Healthcare,Data,Latam,10000,2097764.41,78606.03,36,124.97,524.61,15.39,9,100,0.0,8,0.0,,-27,0,,executive sponsor left,0.0,290,1,0,1,0,0,0,0,0,0,0,0,0.09,"(0.0, 0.2]",,Detractor (-100 to 0),6-12 months
41061,Energy,None,Middle East,50,69489.9,78291.79,36,134.34,430.21,0.9,9,,2.0,0,,23.55,,2,0.1,,0.0,729,0,1,0,0,0,1,0,0,0,1,0,,,12-24h,,18-24 months
41062,,,Apac,1000,139818.81,,24,151.11,424.29,14.6,9,5,0.0,3,0.0,45.64,,0,,satisfied,0.0,4136,1,0,0,1,0,0,0,0,0,1,0,1.8,,24-48h,,10+ years
41063,Healthcare,Payments,Apac,5000,33503.82,,12,171.67,683.98,3.21,,10,3.0,3,,85.89,94,,0.2,,0.0,85,0,0,0,1,0,1,0,0,0,0,0,,,48h+,Promoter (51 to 100),0-3 months
41064,Finance,Cybersecurity,North America,50,8324.04,103538.84,12,,332.35,,4,10,4.0,3,0.0,45.49,49,0,0.0,low usage,0.0,,0,0,0,0,1,0,0,1,0,0,0,0.4,"(0.2, 0.4]",24-48h,Passive (1 to 50),
41065,Finance,Payments,,1000,229072.65,56410.8,48,,592.83,8.7,4,20,0.0,4,1.0,19.72,80,1,0.05,,0.0,2799,0,0,0,0,0,0,0,1,0,0,0,0.2,"(0.0, 0.2]",12-24h,Promoter (51 to 100),5-10 years
41066,Energy,Data,,50,210164.65,6942.25,,6.17,532.19,11.63,7,10,1.0,1,,7.15,71,0,0.1,pricing issue,0.0,,0,0,0,0,1,1,0,0,0,0,1,0.7,"(0.6, 0.8]",6-12h,Promoter (51 to 100),
41067,Energy,Payments,Europe,200,61544.85,58371.53,24,156.27,,62.12,3,50,1.0,5,,15.41,-27,1,0.1,low usage,0.0,,0,0,0,0,1,1,0,0,1,0,0,0.06,"(0.0, 0.2]",12-24h,Detractor (-100 to 0),
41068,,,Apac,1000,,87319.76,12,133.6,197.93,2.22,3,20,2.0,6,1.0,62.1,-86,1,0.05,neutral,0.0,1306,0,0,0,0,0,0,0,0,0,0,0,0.15,"(0.0, 0.2]",48h+,Detractor (-100 to 0),3-5 years
41069,Technology,Cybersecurity,Apac,500,39958.31,,24,178.28,399.28,11.08,6,20,,5,0.0,26.74,-77,3,0.05,executive sponsor left,0.0,,0,0,0,1,1,0,1,0,0,0,0,0.3,"(0.2, 0.4]",24-48h,Detractor (-100 to 0),
41070,Healthcare,,Europe,10000,45952.76,64642.07,48,129.89,493.96,2.3,2,10,1.0,3,0.0,,19,,0.2,,0.0,,0,0,1,0,1,0,0,0,0,0,0,0.2,"(0.0, 0.2]",,Passive (1 to 50),
41071,Saas,AI,North America,10000,32298.5,,48,213.51,428.69,3.81,3,,,2,2.0,78.09,100,1,0.2,,0.0,1435,0,1,0,1,0,0,1,0,0,0,0,,,48h+,Promoter (51 to 100),3-5 years
41072,Finance,Payments,Apac,1000,,,48,176.82,436.98,1.08,5,100,0.0,3,2.0,65.76,13,3,0.05,satisfied,0.0,520,0,0,0,1,0,0,0,0,0,0,0,0.05,"(0.0, 0.2]",48h+,Passive (1 to 50),12-18 months
41073,Saas,,North America,500,61906.17,,36,,360.83,1.45,4,100,1.0,2,0.0,,-24,0,,executive sponsor left,0.0,1322,1,0,1,1,0,0,0,1,0,0,0,0.04,"(0.0, 0.2]",,Detractor (-100 to 0),3-5 years
41074,Finance,Infra,Europe,,85382.41,98647.98,12,128.07,383.23,5.01,5,,,1,0.0,12.15,,0,,,0.0,215,1,1,0,0,0,0,1,0,0,1,0,,,12-24h,,6-12 months
41075,Energy,,,50,744550.07,103921.82,36,,599.45,29.06,5,5,3.0,0,,,-27,2,,,0.0,890,1,0,1,0,0,1,0,1,0,0,0,1.0,"(0.8, 1.0]",,Detractor (-100 to 0),2-3 years
41076,Finance,,Europe,500,89289.64,,12,,674.82,66.25,4,,2.0,6,1.0,39.03,-36,1,0.05,bad experince,0.0,,0,1,0,1,1,0,0,1,0,0,0,,,24-48h,Detractor (-100 to 0),
41077,Healthcare,Data,Apac,500,17908.29,171999.65,,157.23,645.41,9.48,,20,4.0,5,1.0,,-71,3,0.05,pricing issue,0.0,,0,0,1,0,1,0,0,0,0,0,1,,,,Detractor (-100 to 0),
41078,Retail,Infra,Middle East,500,62033.15,52018.45,24,66.02,708.87,15.63,9,10,2.0,5,0.0,95.77,13,,0.15,,0.0,,0,0,0,0,1,0,0,0,0,0,0,0.9,"(0.8, 1.0]",48h+,Passive (1 to 50),
41079,Finance,Cybersecurity,Latam,,114137.93,75162.77,,,458.07,0.19,5,20,2.0,2,0.0,18.58,99,1,0.05,bad experince,0.0,95,0,0,0,0,0,0,0,1,0,0,1,0.25,"(0.2, 0.4]",12-24h,Promoter (51 to 100),3-6 months
41080,Finance,Data,North America,1000,363875.68,54288.75,24,95.52,263.06,5.73,10,,1.0,1,2.0,,-54,0,,,0.0,,1,1,1,0,1,0,0,0,0,0,0,,,,Detractor (-100 to 0),
41081,,,North America,500,716730.73,79231.64,12,,434.14,0.84,4,100,1.0,4,1.0,13.86,-29,0,,,0.0,641,1,0,0,0,0,0,0,1,0,0,0,0.04,"(0.0, 0.2]",12-24h,Detractor (-100 to 0),18-24 months
41082,,,North America,50,252168.18,108335.32,48,112.53,624.58,1.46,4,,,4,,,11,1,,integration problem,0.0,,1,1,1,0,1,1,1,0,0,0,0,,,,Passive (1 to 50),
41083,Technology,,Latam,1000,3179.54,84908.64,,,572.41,11.73,4,100,,3,,50.17,-58,,0.15,integration problem,0.0,425,0,0,0,0,0,1,1,1,0,0,1,0.04,"(0.0, 0.2]",48h+,Detractor (-100 to 0),12-18 months
41084,,Cloud,Europe,5000,97792.61,,24,107.73,803.67,12.6,9,10,0.0,4,2.0,46.57,,2,0.15,bad experince,0.0,2372,0,0,0,1,0,0,0,0,0,1,0,0.9,"(0.8, 1.0]",24-48h,,5-10 years
